q_source_id,m_source_id,tag
spotify_apidsr__3OxMnE9kJYJYhXNr9HZQaz,crawler_theorchard__7332334350234_1_1_NOBLV0703011,invalid
spotify_apidsr__2s1VyLWIlcjTw15qXrHsVJ,crawler_247__7332334350012_NOBLV0703012,invalid
spotify_apidsr__2cFBEtDaicxDDKLgldKZrf,apple__74066516,valid
scpp__40066763212,youtube_dsr__A121958875218990,invalid
spotify_apidsr__3Tsl3kzM1FbkBU6jOroOqs,crawler_247__511595,invalid
spotify_apidsr__0gDlZDwU8QEFs1wafc9KV3,crawler_247__886444403122_NOBLV0703011,invalid
apple__1253444536,crawler_247__8717774666098_NLZ291200296,invalid
spotify_apidsr__1LrWNaQg4N53VrUD7Q361a,crawler_emidigitalcontent__00731454835121_FRZ036800590_R6,invalid
apple__259593328,crawler_sonydigitalcontent__A10328E0004636206J,invalid
spotify_apidsr__58oWOqO1dVDrGSEdh5MwAo,spotify_apidsr__1Ysyz9N7PxDmOZB3UHjNY7,invalid
spotify_apidsr__75B5qyVOl1Qi0iE4u4dJhJ,spotify_apidsr__0PawDBNJkbGx9pV9UWmbZ0,invalid
crawler_theorchard__885686956687_1_9_GBQRF1102052,crawler_247__9341607040084_AUDD31502126,invalid
apple__1203272311,spotify_apidsr__50iH85XrJliYTINzxO8uqg,invalid
spotify_apidsr__7uqz11Jgjo0MF544AIWQWB,crawler_247__00602537596898_GBF076821970,invalid
spotify__3b0BIt6Ckqq5AlXXJtioef,apple__1465881171,invalid
spotify__7HJYV8R7fBaXGCuTlhEhE8,youtube_dsr__A615558103587689,invalid
spotify_apidsr__1sWkEC4Kc7EcWh0F9UFvDG,spotify_apidsr__6gsGKCZclOwa89k2uVvY2I,invalid
crawler_247__9341607040725_CAM460803019,amazon_dsr__B073MQQLNB,invalid
crawler_believe__31432243,apple__1455516572,invalid
crawler_phononet_ftp__01010580022108240491825452,youtube_dsr__A821043983854342,invalid
crawler_ems__4066004369334_1_4_DEZZ52145135,crawler_phononet_ftp__01010580022107210923637721,invalid
spotify_apidsr__5ZyET5MjcOI18dE9kenQAc,spotify_apidsr__7bUFPKsoH161Wb81ahTH0W,invalid
spotify_apidsr__09SLDORaPL6dHNCAxftLRG,crawler_ems__4066004369334_1_9_DEZZ52145140,invalid
youtube_dsr__A988385809812489,spotify_apidsr__2Z7X8C1V9H2VbVrb2EFuB5,invalid
spotify_apidsr__2ePv93MGHoYP99PcDYfbdN,spotify_apidsr__1c2lQ1cwClH0pNY7ARhzIE,invalid
crawler_sonydigitalcontent__A10328E00105214325,youtube_dsr__A199418201716022,invalid
spotify_apidsr__7ymcCN5xfB6x8SXGgAMgsw,spotify_apidsr__2plRPAi5sPPkaWTAO8UAag,invalid
youtube_dsr__A841170898415744,crawler_sonydigitalcontent__A10328E0010514290M,invalid
spotify_apidsr__0B0X3HD3IDbwsJAU20kVse,youtube_dsr__A647244518467481,invalid
youtube_dsr__A522073816245744,youtube_dsr__A182400705060495,invalid
youtube_dsr__A761665580883728,spotify_apidsr__0oG74oth3aTYrCoqjQtzaV,invalid
crawler_terrabytestudios_ftp__5060904722373_1_1_UKJKF2100575,spotify_apidsr__1xUzEZJwIKGAgA0MPf2DA0,invalid
spotify_apidsr__0zGHnUKNQZAFT2iIzQONDT,youtube_dsr__A857053922795484,invalid
crawler_recochoku_ftp__1023723688,crawler_sonydigitalcontent__A10328E0010109350Z,invalid
youtube_dsr__A947666931656726,spotify_apidsr__7c3KXM5GEjqBajkiJ2YYdn,invalid
spotify_apidsr__5htPlbysM9kcJbsyGmIpJQ,youtube_dsr__A999022202312962,invalid
crawler_ems__4066004369433_1_6_DEZZ52158575,spotify_apidsr__0AWgVRwUyD4kiP2xWKw2Z2,valid
spotify_apidsr__7uFfjCFdoqdZg9lnZf98yy,spotify_apidsr__4a5w9uJwkkEpSMP5ngxnbK,invalid
spotify_apidsr__4iooIqw8zc3Cyw5RbbdcUo,spotify_apidsr__54Ur19wgytUyZXftM0h9RY,invalid
spotify_apidsr__4YLNsAKzDZZSh8cvrCuV6Q,spotify_apidsr__2hTZ7rMc4hnIZOPbiFJeei,valid
crawler_247__00000000000012847821_USA820500103,youtube_dsr__A161674897419377,valid
apple__283379597,amazon_dsr__B001BJIACO,valid
spotify_apidsr__6VzkwMSGkdWKJnCRRXgCWc,youtube_dsr__A204227204519292,valid
crawler_muyap__+gtPQ+iCbcxLcIwkmT8fkw==,crawler_247__55736097,valid
spotify_apidsr__0TXpIgFf9mjbetc9sRr3QD,spotify_apidsr__1znnOiIIB0MbFjFd1Jq9hP,invalid
crawler_upfr_roton__048b3bce-215c-11ec-8eed-002590868410,spotify_apidsr__7bNbQi21ohOkbYdUssXp2r,valid
crawler_prosieben_commercial_s3__F4E0F3AD-5F2C-4CA3-A2FC-9BF9CDFCCDCC,crawler_prosieben_commercial_s3__3BC248F7-C340-4EAA-B27E-75E8ABD98087,invalid
spotify_apidsr__5BfloORzGW20tGG5wetMvm,spotify_apidsr__0yXPZRFE0kd4dX5kuHFqBK,invalid
spotify_apidsr__17DWUxMTc94zaSZSZd81rQ,crawler_symphonic_ftp__195039963195_1_1_GBWUL2128441,valid
crawler_eolasia__94447,crawler_acinpro__049ba7511374101a0254eb63d5a14667,valid
crawler_believe__40802139,spotify_apidsr__2OBOLEt1fNTlox1DbgI5kU,invalid
crawler_gdeasia__583195,youtube_dsr__VcIfPV1H4tk,valid
spotify_apidsr__45XRZHx4aVt2zNMIPgrSzH,crawler_symphonic_ftp__195039963218_1_1_GBWUL2128443,invalid
crawler_sonydigitalcontent__A10328E0004118514M,spotify_apidsr__4eOymg22XI5PrPr7BkPQiW,valid
itunes_dsr__283379597,crawler_247__56677139,valid
spotify_apidsr__2kHztSSChIs6s6gD1bePdZ,spotify_apidsr__1ZcAXPhlvOglM1Mjt6VJE7,valid
crawler_new247__USA820500103,crawler_247__888880329417_USA820500103,valid
spotify_apidsr__7yYAdSMUTWXqr4cBYQOMOV,crawler_symphonic_ftp__193872978666_1_1_GBRKQ2181154,valid
apple__1425959974,amazon_dsr__B07W475HL6,valid
apple__1475500495,spotify_apidsr__2HuAfinexEBsTzsPKJ1NEF,valid
tedald_spotify__32Mh7kOCWmNTZgre0cGvCV,youtube_dsr__A134205647865389,valid
amazon_dsr__B07W68T1Z2,itunes_dsr__1475500495,valid
youtube_dsr__A118011129604370,crawler_believe__45878120,invalid
apple__1481227402,youtube_dsr__A369586388432755,invalid
spotify_apidsr__6jLSh6S6gbwgtuFRWoYzRa,spotify_apidsr__2vWYjw4Uug5E5RcFC18DZI,invalid
spotify_apidsr__01T8G7HcqUOVddWRd9Kbr2,apple__1518108171,valid
spotify_apidsr__32Mh7kOCWmNTZgre0cGvCV,youtube_dsr__A747857363454866,valid
youtube_dsr__A477354649072212,spotify_apidsr__5kaWHNbxVFRRg6YHn62VyL,invalid
crawler_fuga__0631060375748_1_1_TCADT1883474,youtube_dsr__A729495655704546,valid
youtube_dsr__A237396775567330,crawler_emidigitalcontent__00602435354590_NL1TK1900001_R6,valid
crawler_fuga__7908505506283_1_1_BXY5K2142295,spotify_apidsr__7EaDH1RjAu0rTV7HIGYB53,invalid
spotify_apidsr__4H3queEfsiEeaHk6lIbNHs,youtube_dsr__A505420750894455,invalid
spotify_apidsr__6LFiQ5BrymemlpUHGCbE6B,youtube_dsr__A956825596355326,invalid
spotify_apidsr__6ISyONATNcUb0KvrTUOiWO,youtube_dsr__A316036520805374,invalid
crawler_sonydigitalcontent__A10328E0010548058Y,apple__1536495972,valid
spotify_apidsr__2ml3aTS4toPYxb9hqLlWUX,spotify_apidsr__0tVmi9ycn0wHqPc3Ha3dAa,valid
spotify_apidsr__6kdgPKEsX8lacHhsqEHmsl,spotify_apidsr__2CR5E6iR8mp9yhwYuz7eOT,valid
spotify_apidsr__4clXkIMNuYlBnTLXEKnZts,spotify_apidsr__3DgVRZnZ9cExT4kLTiBUxm,invalid
spotify_apidsr__5lN6gVKrH8HHQNOeDcJ2dd,spotify_apidsr__6Y2UrnePEOxiODCY6OwDuM,invalid
spotify_apidsr__50qahkVoSS3ravdjgeIl1v,spotify_apidsr__0gooVc4SM7iRNfqzRPV6m3,valid
spotify_apidsr__4T7aOBdQZ3asNGEx6dmiUh,spotify_apidsr__2NxJinMBn30y6eZeWOqiJw,invalid
spotify_apidsr__6balM3j5grTB1CWe0qCGXg,spotify_apidsr__5H6vQtqpUj2M4v0toRn4F6,valid
crawler_emidigitalcontent__00602435541280_NL1TK1900001_R6,spotify_apidsr__39QCtNF1c0FOkFZL0idl2A,valid
spotify_apidsr__4A0vek3cZUpD9rThtDaNu4,spotify_apidsr__05ug5uOWtQ6L6g2Lye33qM,valid
youtube_dsr__A674605628028473,spotify_apidsr__2fQXU0HVKKSMOKWI1Y4Jjs,valid
spotify_apidsr__1Jg9cABmKjtX10SzM3N6JH,spotify_apidsr__4ivhlQXkjeWBKs6ztTrnDj,invalid
spotify_apidsr__4cTPGnygyqEP19Z3aulmF3,spotify_apidsr__4Vv0AEiLi073RISKFiZOim,valid
spotify_apidsr__1iwnuOtiyennpxRfPisiMm,spotify_apidsr__5bhBzgpR0PxHpwKQ1wqfmQ,valid
spotify_apidsr__2vHJz9WC0i8uNJHwa0xGud,youtube_dsr__A445334356765824,invalid
tedald_spotify__2MCeGeOs5LxlpMc3o4v8op,spotify_apidsr__24S6TaMavZSmW1CUGj70T8,valid
tedald_spotify__2LtJxNwAJDbHPlNStufYiH,spotify_apidsr__0ARDMEMZB3BcNxh8wsEU8g,invalid
tedald_spotify__7oCbHVLPALIRZ8agCEUSMx,spotify_apidsr__6WxKA7DtWufWNsncV3DU7X,invalid
youtube_dsr__A181293062775553,spotify_apidsr__2hgph01tFijg4PryoU0Qe0,invalid
apple__1473966013,spotify_apidsr__3YKztepcoJGNhDm1U0lQRt,valid
crawler_believe__28651048,tedald_spotify__49lsqZ9DIsVAwW8LDC5jGd,invalid
spotify_apidsr__1QycF19XK6UkKH5jlkNwFj,crawler_believe__28636873,invalid
youtube_dsr__A566323574115710,apple__1453981560,invalid
spotify_apidsr__3BNi2YjkTA3gfo0l8rkmDT,spotify_apidsr__5EGvQ2F39E35UtAQIZcFS7,invalid
spotify_apidsr__6AOMEhI643HOr8ayfwxx4D,youtube_dsr__A355771950224537,valid
amazon_dsr__B07VS8J6GF,youtube_dsr__A649212961450626,valid
crawler_cupula__8445281529826_1_11_ES03S1903937,scf__5971825_0,invalid
scf__5129529_0,apple__1537477582,valid
spotify_apidsr__2GYVS82ecJQuaqgUBUECBp,apple__1457086752,valid
spotify_apidsr__6v6QNFcgUUT2V5ssIl2Hfw,crawler_believe__29501384,invalid
crawler_cupula__8445281212254_1_9_ES03S1903937,crawler_prosieben_commercial_s3__C77F75EC-AB1F-4E36-840F-EA7219531D6F,invalid
spotify_apidsr__6hFi0gXP8KItwMqfBgf44b,tedald_spotify__6AOMEhI643HOr8ayfwxx4D,invalid
tedald_spotify__70cnVjYOurEknEs1cSJANa,spotify_apidsr__3aCTcUAiHHPVe8qn8o48dp,valid
tedald_spotify__2RSHsoi04658QL5xgQVov3,crawler_prosieben_commercial_s3__631340FA-A7B7-45EC-B435-23908DDCBC6C,valid
youtube_dsr__A176040228483357,tedald_spotify__388mM70m6IvuDZmXxrXNHx,invalid
spotify_apidsr__1SYOeS2Zi59MVcqMH0k2ft,itunes_dsr__1561237988,valid
youtube_dsr__A201524171140675,youtube_dsr__A249105755607874,valid
youtube_dsr__A264743374329539,youtube_dsr__A304246083250515,valid
spotify_apidsr__1iSHLuREeAH6HKNBvWgKr3,spotify_apidsr__3etbPE0FxQnJ7RNzBIEMfN,invalid
spotify_apidsr__0aFPVHxIWdTdFG9GWRROS7,spotify_apidsr__4cV3VAoN0NYZn2tu3xkIK7,valid
spotify_apidsr__6oIy0OPSAom6yDInScrqD7,spotify_apidsr__4Wh009HIp77gP9npNPVXyi,invalid
spotify_apidsr__40cAsA7ndkfUABiKkIrJXR,spotify_apidsr__5Nl0uR0qW5rADO9snZwk78,invalid
spotify_apidsr__5oSjx6xzlU9tfInpcyNbSa,spotify_apidsr__7tmRx5Pao1bqHFkUkC1WvX,valid
spotify_apidsr__65BhtBTIkj1tLt9sb142J4,spotify_apidsr__7JFnuRPPzyK2igQU98I77o,invalid
spotify_apidsr__4QUYJIByK8T0qYpcMh4abl,spotify_apidsr__3GWYAHMM6oX9cE0tnQSrJ8,invalid
spotify_apidsr__1fVKx4Rjmph0ONWrSTWpqt,spotify_apidsr__06URnpzwFhdjieGMfy1qEI,invalid
spotify_apidsr__7lCxA4rORsUcDMKoIWa4va,spotify_apidsr__51MRx9UJD7ICgj4QMCjSNR,valid
youtube_dsr__A491024670174286,spotify_apidsr__22kibrIt2FBbKXSdK1Ftg5,valid
crawler_sonydigitalcontent__A10328E0010429690O,spotify_apidsr__1iSsmr8RF8A2IBNUNVMHPm,invalid
spotify_apidsr__5K66xhjXc9EGhyUytmw0mX,spotify_apidsr__2S6cDmfUgWiMMf6DNbg4dJ,invalid
spotify_apidsr__62fnxaYnYaosIW8iAwlnyW,spotify_apidsr__6sb39F3EXkHT4YZCzzVqJ8,valid
spotify_apidsr__1AE4JL2RecqBUKJBYrhft9,crawler_phononet_ftp__01010580052112093123034779,valid
spotify_apidsr__6cLjMp9D0DczGIUSj8aXws,spotify_apidsr__6BfwdzGiv4NoDSJzK5HhSJ,invalid
crawler_warnerdigitalcontent__075679758774_1_12_USAT21700859,spotify_apidsr__1F3sS9qyefobRXcVSUf2hy,valid
spotify_apidsr__6kPf16FR2CQdr4bIFpltb9,spotify_apidsr__3t2TmEFDFJugzoxWpA2NBx,valid
spotify_apidsr__59prygvitSVi2mZhWURv9w,spotify_apidsr__79atamjMTyjZBpFJVri3hz,invalid
spotify_apidsr__2H3XBjnHquQhgLEhXm2y18,spotify_apidsr__7iPASWYD2ZA9ZLYaK1PW1Q,invalid
spotify_apidsr__6zr98jWmGhjBpQFZpReiVk,crawler_warnerdigitalcontent__5054197191244_1_17_USAT21700859,invalid
crawler_universaldigitalcontent__00602567112570_1_17_USUM71709761,crawler_247__886788741508_USA371666038,invalid
spotify_apidsr__72MFiuJVx8fE88CVPX0LkQ,spotify__2hwxGgv728aHITSlW4hqR8,invalid
crawler_247__104222290,crawler_247__887158058998_USQY51267883,invalid
spotify_apidsr__0dpiNf9YKgbkoU2jQrJXln,spotify_apidsr__5w1gI36Uj3aTVDUrq7YH0O,invalid
apple__484645935,spotify_apidsr__0F90FbemvCPTuWQoQoopq5,invalid
crawler_247__4260255652812_DEON11308016,crawler_theorchard__886788961982_1_20_USTXK1105217,invalid
crawler_new247__FR10S1519850,crawler_phononet_ftp__01010580051203012520800044,invalid
crawler_247__889845083580_USA371477131,youtube_dsr__A235297800180798,invalid
spotify_apidsr__0taQQEnAyYRaHu1opehT1k,crawler_247__00600753372500_USAT21101071,invalid
spotify_apidsr__2rh8Jsk5POWZk9Tr3muoqN,spotify_apidsr__03mvx1CBmdrzrOimjlGCUC,invalid
crawler_new247__DEBL61325607,crawler_warnerdigitalcontent__825646565894_1_5_USAT21101071,invalid
spotify_apidsr__2DdiXVXjAOvrAwXu7FFeQz,spotify_apidsr__7CeNfGduZIbWMZ6jJhqvtl,invalid
crawler_247__3610152087216_DEBL60662671,crawler_247__885686634684_GBQRF1024751,invalid
crawler_theorchard__886788196285_1_1_USA371437085,spotify_apidsr__2Fox0AIwddmTL4ptmdUFs3,invalid
youtube_dsr__A787646241219254,crawler_247__3610153524130_DEBL61386405,invalid
youtube_dsr__A506171251071959,crawler_247__887516259753_USCGH1390217,invalid
crawler_247__3610154492025_DEBL60425636,crawler_247__0840958123907_QMVRR1100592,invalid
crawler_recochoku_ftp__1014278313,crawler_theorchard__888002330345_1_3_USV351318380,invalid
crawler_theorchard__886788731035_1_38_USA371571720,crawler_247__886788825628_USA371666038,invalid
spotify_apidsr__0LnXeirdMl9JIfPL1HSklM,crawler_believe__7388748,invalid
crawler_believe__39726810,amazon_dsr__B08ZS3FBSD,invalid
crawler_sonydigitalcontent__A10328E00104969577,crawler_sonydigitalcontent__A10328E0009976854A,valid
spotify_apidsr__6afydtzpO5ttLXO57HWe4g,youtube_dsr__A756207307352980,valid
youtube_dsr__A142450284201449,crawler_cdbaby__TR0010065336,invalid
youtube_dsr__A599869195461914,spotify_apidsr__2xjjI24qzaXi30KMDTvMyF,invalid
crawler_ingrooves__SEWLR211630107333041018301,spotify_apidsr__0rA0qPmKWv2IYeeJKEjWBt,invalid
youtube_dsr__A772929119324273,youtube_dsr__A877719384810144,invalid
spotify_apidsr__5NEU0dt1i7oSrS6VcHz4SD,spotify_apidsr__062KtCmYC6KuXnZLZLkZCl,invalid
spotify_apidsr__3rxUwZ8wRxja8oxyFEKcxS,spotify_apidsr__1LBrUfVqM8qq6UfxIIjIMO,invalid
spotify_apidsr__6iXp9iLKn7vi0sehbfD7OU,crawler_warnerdigitalcontent__4065142013253_1_3_QMVRR2200585,invalid
spotify_apidsr__7GV6azVK9LyvIkgXFluQ2H,crawler_247__5016958024826_GBRBE0799661,invalid
crawler_warnerdigitalcontent__190296649264_1_27_USSM12100531,crawler_kontor__4066218182286_GBRBE0799661,invalid
youtube_dsr__A627095428537057,spotify_apidsr__1W9CYCdRKWrRysGk7OA4ZJ,invalid
spotify_apidsr__4dWziiiadZAB0S4ALO23YH,spotify_apidsr__0bgYUnaJBVtHm3VqJPDXoq,invalid
spotify_apidsr__2Zq8axS2aHpxBFC5H89QpR,crawler_believe__40312359,invalid
spotify_apidsr__14yRS80QoyGjsw4RkEdmdE,spotify_apidsr__32L05FkUrYfVlc0IwJ45ld,invalid
spotify_apidsr__32cUNbMsk48wJynZXvrqvC,crawler_ritmonet__28cfa04c-a119-11eb-b8bc-002590868410,valid
youtube_dsr__A455116828230664,youtube_dsr__A173671107104178,valid
youtube_dsr__A134676106504516,youtube_dsr__A169130346009463,invalid
spotify_apidsr__0bzLGfdunSCvAR8cjKpQZO,crawler_emidigitalcontent__00888072291089_USAB02101785_R3,invalid
tedald_spotify__6HGoVbCUr63SgU3TjxEVj6,youtube_dsr__A857712995888260,valid
crawler_247__888174003931_GBB291300001,apple__645918257,valid
itunes_dsr__645918257,youtube_dsr__A773677336526471,valid
spotify_apidsr__419K3Fsyep0fRfkuXOyxnf,spotify__6HGoVbCUr63SgU3TjxEVj6,valid
crawler_cdbaby__TR0007523952,spotify_apidsr__7KsXIrB362BIjLJDCwkde8,invalid
crawler_247__3614590922757_FR10S1529851,youtube_dsr__A207515930175386,invalid
youtube_dsr__A772090703035790,crawler_horus_ftp__5056407906907_1_1_GBB291300001,valid
apple__1521923860,crawler_cupula__8445281323295_1_1_ESA012083300,valid
amazon_dsr__B00CV8G332,crawler_terrabytestudios_ftp__5060904722793_1_1_UKJKF2100658,invalid
youtube_dsr__A857910565731514,spotify_apidsr__0VwgMCN1LUoRTDEe0GXH49,valid
scf__6642616_1,youtube_dsr__A971232217877744,valid
apple__1500061382,spotify_apidsr__6meEDmBf6yW7TAomOxWuu5,valid
youtube_dsr__A650218906321111,spotify_apidsr__3WD9p2gr6banKwswAJrIkB,valid
spotify_apidsr__32F96Jv6SSWTrOedJdrpTA,crawler_terrabytestudios_ftp__5060904723288_1_1_UKJKF2100831,valid
spotify_apidsr__5RlTqC1i7dUp46csexOWxQ,apple__1515088270,valid
crawler_cdbaby__10745843,amazon_dsr__B00CVGIOHM,valid
spotify_apidsr__5rlKEMvtl1SqXYUvVcwmQJ,crawler_warnerdigitalcontent__5057801093545_1_3_UKG8V2000054,valid
crawler_believe__34922492,apple__1523926549,valid
crawler_new247__GBB291300001,spotify_apidsr__6HGoVbCUr63SgU3TjxEVj6,valid
crawler_warnerdigitalcontent__190296532214_1_9_QZNWQ2070741,youtube_dsr__A617585704431300,valid
spotify_apidsr__6uevbqV2XibB5nEU94hR2S,spotify_apidsr__76NjN5B8WmJxWTEV91gEyV,valid
crawler_upfr_upload__vericast-upload:8741-66564-395398,crawler_sonydigitalcontent__A10328E0010070295M,invalid
spotify_apidsr__3kPw3RGbHYbNrcy5tO1NKC,spotify_apidsr__0VxIsR2hjiGUXwPQBRxACq,invalid
spotify_apidsr__4fnxtTOUedJnIYv60rOxRM,crawler_phononet_ftp__01010580022108240491869313,invalid
spotify_apidsr__4ldGL5dhR2ha7mZIKNcdHC,spotify_apidsr__46MpWNuXykDuZEgqvPqW1V,valid
amazon_dsr__B095JGZYKF,spotify_apidsr__6FoxLSJfNVj0SVExkws9Mf,valid
youtube_dsr__A898056348810852,youtube_dsr__A667922729781567,valid
spotify_apidsr__0z0EhHuSZybhzv1Fewrvdi,youtube_dsr__A615926559797446,valid
spotify_apidsr__7aYPu0vH7tYsGftNi0LZlb,youtube_dsr__A972338908839292,invalid
spotify_apidsr__3OMioRTxnucE1y8gAIbmbb,spotify_apidsr__1oEdevpI10q2N6IOeK0IMX,valid
youtube_dsr__A418442774400549,youtube_dsr__A284207822012595,invalid
spotify_apidsr__6aTdcq3iEHibXnJjE8oZeW,youtube_dsr__A481780995130503,valid
spotify_apidsr__6IMXPnScSryKNz9QGCiyUJ,spotify_apidsr__1oHiKcuTGW2bsIFN6KNAur,valid
spotify_apidsr__2Qb9SATDCoKBqd7VahMAse,youtube_dsr__A551372243521312,invalid
crawler_ritmonet__5f31e1b8-bfbe-11eb-adc9-002590868410,spotify_apidsr__6Et3ZQHAt4PP5C6mH2y8TC,valid
spotify_apidsr__6XXScMyuqPvd77ubIMkhiK,spotify_apidsr__6qPipmTnI9mdJmPW0xx6eC,valid
spotify_apidsr__0Lc3USU9acKtAiD5hdLrzi,crawler_emidigitalcontent__00602438384594_USUG12102355_R1,valid
spotify_apidsr__3npF1ef4ftvBa28kV35LUj,spotify_apidsr__1LZwjVxGZOCwvbQKofH6Jb,invalid
spotify_apidsr__0wZZGxhLTB98j7ctviBCMx,spotify_apidsr__43daBCZelnk4W3peEz3QUJ,valid
spotify_apidsr__4nB1laXZLpDG0Pm9anqjEo,crawler_kontor__4184440482209_NLD912101466,invalid
spotify_apidsr__0RfIjnd4n2EbsbIECmrAQc,crawler_nrkcommercialdma_ftp__NONRE435082HD0001,invalid
crawler_warnerdigitalcontent__5054197156458_1_10_USSM12103949,spotify_apidsr__74q69E7eiTYxNJDGp4JXsL,invalid
crawler_recochoku_ftp__1018707124,crawler_phononet_ftp__01010580022108240491862958,invalid
spotify_apidsr__0optu6KqjmRryReubDKY7n,youtube_dsr__A454755752940652,invalid
spotify_apidsr__5PjdY0CKGZdEuoNab3yDmX,crawler_recochoku_ftp__1019891319,invalid
youtube_dsr__A327943974987077,spotify_apidsr__73YSInL3iDgFFV3w2ANlhP,invalid
spotify_apidsr__1m1x2814HZOERuAilZ9kgk,spotify_apidsr__6iPQYCRIGqoDkERfISZCOg,invalid
spotify_apidsr__4ntjcv19Lqd2pfBIdZoUR8,crawler_ingrooves__USA2P2204392192641943379,invalid
spotify_apidsr__0KpKQXdYuSC0LF33HgPcgp,spotify_apidsr__0nuNp692R1lbKoDEk5FNik,invalid
spotify_apidsr__5rERir37vI50sdw1CZGMJl,youtube_dsr__A367471885213930,invalid
youtube_dsr__A456048798319828,crawler_xelonentertainment_ftp__932950,invalid
crawler_kontor__4056813406894_DEPI82212579,crawler_ingrooves__USDEI2174146693532223834,invalid
spotify_apidsr__7fcPiZ1SYHDWqxo9amr0hX,spotify_apidsr__5buL1qakN98gbmxYpYMmgU,invalid
spotify_apidsr__37KF36F5Wr4fw6PGqRCz6S,spotify_apidsr__4IeifUPS1oJMcZ7Nl3hvLi,invalid
crawler_phononet_ftp__01010580022107071785319044,spotify_apidsr__23d3UK9G1B134SyYnc4TTp,invalid
youtube_dsr__A879044428921283,youtube_dsr__A744665419995122,invalid
crawler_recochoku_ftp__1023928407,crawler_recochoku_ftp__1019030506,invalid
spotify_apidsr__1McgeVaJG3OD4vXCUeUj9U,youtube_dsr__A658131902541365,invalid
crawler_sonydigitalcontent__A10328E0010342140B,crawler_prosieben_commercial_s3__F35E8DA7-C940-418F-8451-8B986FBA375D,invalid
itunes_dsr__1462340585,crawler_sonydigitalcontent__A10328E0010140348L,invalid
spotify_apidsr__2Aa0GXVpGpdRqGu7lw3w9A,apple__1491574122,invalid
apple__1491574118,spotify_apidsr__0OnDSbhtrcQfIpCDh2QU10,invalid
youtube_dsr__A981335611332505,apple__1481650511,invalid
apple__1462848859,youtube_dsr__A728476491473342,valid
spotify_apidsr__5N3EAg2275K52oysnEce9P,youtube_dsr__A313718289681164,invalid
spotify_apidsr__3SSfkaObDgyyY8USFxZYJg,spotify_apidsr__2FQ1JZ8oPR0YAlzUJy3EGe,invalid
youtube_dsr__A286842352118210,youtube_dsr__A120234700537222,invalid
crawler_kontor__4251603295652_DEN062201403,youtube_dsr__A894706121069607,invalid
spotify_apidsr__1HuAQKIL5ByEVGa8sjS7BF,youtube_dsr__A438220328343670,invalid
spotify_apidsr__39N0x2bHHkTqTUiI4iYOBl,spotify_apidsr__23BLGGKuPPVHRTSdhbKO5W,invalid
spotify_apidsr__0PQG5XBltJHRhUJzym81T3,spotify_apidsr__3Gdrfm8lYcR6JlZprDUbfr,invalid
youtube_dsr__A517365569738233,spotify_apidsr__5enWZsynQXfjnJdYsbnaeq,invalid
crawler_kontor__4251603275975_DEN062101324,spotify_apidsr__2fU7ZJ7W6A0Bh1zaLkNpw8,invalid
spotify_apidsr__1veyVeEaYfZmftL0asDwkw,youtube_dsr__A528699231293715,invalid
apple__1519729578,spotify_apidsr__3F4HFMlD7l1qKTG4h4CALU,invalid
youtube_dsr__A908690702730252,spotify_apidsr__7aMvsW0oMIKMgsDHmwP9vn,invalid
spotify_apidsr__7H4Pe3OJvPqHHBjcwVCddU,spotify_apidsr__1uGsQSTYHkKDTyg7f9ohlJ,invalid
crawler_involvedproductions_ftp__643d3bbf3b02681868b3720b3a17ebf1,apple__1492600470,invalid
apple__1491574126,spotify_apidsr__73CCYrsWorbQYERT0HS48k,invalid
crawler_warnerdigitalcontent__730706004780_1_1_QMEU32117720,youtube_dsr__A201595372058973,valid
itunes_dsr__1588970571,youtube_dsr__A825276866295138,valid
youtube_dsr__A333727005989899,amazon_dsr__B09HSTWLGZ,valid
spotify_apidsr__450u5gGMGwQXmtLSR7AN2s,youtube_dsr__A806772227416048,valid
apple__1478262845,crawler_believe__34956552,invalid
scf__6455499_0,crawler_recochoku_ftp__1013564972,invalid
spotify_apidsr__5rVBymti7W4LnXi8DUEiu1,spotify_apidsr__1rpymPdlcOBSOD21Fj7DtV,invalid
spotify_apidsr__7riR0VYHdPabaaQHywde8n,crawler_emidigitalcontent__00888072418066_USAB01901139_R42,invalid
spotify_apidsr__6BAw14w4GFySmI6PjWc3xr,spotify_apidsr__0DFRrLVDJHEyl9luJeD8KH,invalid
crawler_believe__30359204,youtube_dsr__A454804757068383,invalid
crawler_believe__35328024,spotify_apidsr__4zEIWW7f4Itdh4YBn9ccu2,invalid
apple__1479011242,youtube_dsr__A982664815548590,invalid
spotify_apidsr__1ZK6eh065WpAQ2oCl3k2O5,crawler_recochoku_ftp__1012651525,invalid
crawler_ems__4251703507112_1_4_DEUE12025880,spotify_apidsr__4nA9WMX1pm9e2AqxWfuLmv,invalid
spotify_apidsr__4DY5f9MghsdEb3iQ3bVwvf,spotify_apidsr__71OWrVn9pX8gkkAahwFShe,invalid
crawler_emidigitalcontent__00888072011496_USRZR0407912_R12,crawler_emidigitalcontent__00888072418127_USAB01901139_R20,valid
spotify_apidsr__2z8KhjfRkYuVbXydDOYuW4,crawler_sonydigitalcontent__A10328E00101448177,invalid
crawler_ingrooves__USA2P2222808196922043994,spotify_apidsr__2ZIlSl8Ar6BbuJhGlACpvc,invalid
